Business Name,Trade,London Area,Phone,Email,Website,Website Score,Biggest Flaw,Group
Village Wholefoods,Greengrocer,Clapham,+44 20 7720 4033,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
The Creaky Shed,Greengrocer,Greenwich,+44 20 8269 0333,jason@thecreakyshed.co.uk,https://www.thecreakyshed.co.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Bromley Plumbing,Plumber,London,+44 7747 635005,,http://www.247emergencyplumbing.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Peter Whiting Electrical Contractors,Electrician,Bromley,+44 7834 730699,,https://peterwhitingelectricalcontractors.co.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
JJ Carpentry & Maintenance Ltd - Bespoke Furniture Bromley | Fitted Wardrobes | Window Services,Carpenter,Bromley,+44 20 8464 3594,,http://www.jjcarpentryandmaintenance.co.uk/,5,"The footer copyright is frozen at 2018, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Anytime Locksmith,Locksmith,Finchley,+44 20 7078 4007,info@anytimelocksmiths.co.uk,https://www.anytimelocksmiths.co.uk/,5,"The footer copyright is frozen at 2007, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Old Marine Arts Group,Tattoo Studio,Muswell Hill,+44 20 3859 7222,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Whiskeys Grooming,Dog Groomer,New Southgate,,info@whiskeysgrooming.co.uk,https://whiskeysgrooming.co.uk,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Green & Blossoms,Greengrocer,Muswell Hill,+44 20 3874 6151,sales@greenandblossoms.co.uk,https://greenandblossoms.co.uk,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
A to Z Grocers,Greengrocer,Finchley,+44 20 8346 8189,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Scott's World Travel Service,Travel Agent,Southgate,+44 20 8882 0141,,https://www.scottstravel.co.uk,4,Parts of the page still contain the template's placeholder filler text that was never replaced with real content.,A
Optical Warehouse,Optician,Southgate,+44 20 8882 3338,,https://www.opticalwarehouseopticians.co.uk,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Trojan Ink Studio,Tattoo Studio,Southgate,+44 20 8350 0086,trojaninkltd@gmail.com,https://www.trojanink.com,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
JH Plumbing & Heating Gas Services,Plumber,Romford,+44 7980 309332,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Marshalls Park Plumbing,Plumber,Romford,+44 7528 232298,,http://www.marshallsparkplumbing.com/,4,"The site still runs on plain http with no SSL certificate, so Chrome shows visitors a 'Not secure' warning in the address bar.",A
TBE Electrical LTD | Electrician Essex,Electrician,Romford,+44 20 3468 7667,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Wiffen & Sons Ltd,Roofer,Romford,+44 1708 597938,,https://wiffenandsons.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
RJB Roofing Services,Roofer,Romford,+44 7944 764899,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
H E H Ltd,Heating Engineer,Romford,+44 1708 752700,,http://www.hehltd.co.uk/,5,"The footer copyright is frozen at 2017, which makes an active business look abandoned to anyone checking whether they're still trading.",A
"Saffron Heating - Plumbing, Boiler and Gas Engineers",Heating Engineer,Romford,+44 1708 701867,,http://saffronheating.co.uk/,4,"The site still runs on plain http with no SSL certificate, so Chrome shows visitors a 'Not secure' warning in the address bar.",A
Headquarter,Hair Salon,Greenwich,+44 20 7183 1484,,https://booksy.com/en-gb/62640_headquarter-image-styling-lounge_barber-shop_25535_united-kingdom,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Haircombe,Hair Salon,Blackheath,+44 20 8293 0224,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
City Airport Garage,Car Garage,Canning Town,+44 20 7474 9302,,https://cityairportgarage.co.uk/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Park Row Garage,Car Garage,Greenwich,+44 20 8334 4333,,https://parkrowgarage1.wixsite.com/london,5,"The footer copyright is frozen at 2018, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Happy Nails,Beauty Salon,Greenwich,+44 20 3092 1790,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Pure Synergie,Beauty Salon,Greenwich,+44 20 8858 9119,puresynergie@hotmail.co.uk,https://www.puresynergie.co.uk,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
One Beauty,Beauty Salon,Greenwich,+44 20 8265 8010,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Headlinerz Barbershop,Hair Salon,Greenwich,+44 20 8269 1851,info@headlinerzbarbershop.co.uk,https://headlinerzbarbershop.co.uk/,5,"The footer copyright is frozen at 2019, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Kola Butchers,Butcher,Greenwich,+44 7595 690112,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Ash and Nad,Hair Salon,Ilford,+44 20 8554 5541,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Top Nails,Beauty Salon,Ilford,+44 20 8518 5794,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Fingal's Bakery,Bakery,Greenwich,+44 20 8293 7072,,https://fingalsbakery.com/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
London Plumbers,Plumber,London,+44 7796 345453,,http://londonplumbers.com/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
W5 Electrical Ltd,Electrician,London,+44 20 3536 3156,,https://w5electricalltd.co.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
EALING ELECTRICIANS LTD,Electrician,Perivale,+44 20 8355 8755,info@ealingelectricians.com,https://ealingelectricians.com/,5,"The footer copyright is frozen at 2023, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Heavenly,Hair Salon,Catford,+44 20 8698 8481,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Tony's Butchers,Butcher,Catford,+44 20 8690 1125,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
AIKO,Hair Salon,Lewisham,+44 20 8318 6739,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Mem's Barbers,Hair Salon,Lewisham,+44 20 8852 9805,memsbarbers@hotmail.co.uk,https://memsbarbers.com/,5,"The footer copyright is frozen at 2015, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Branching Out,Florist,Beckenham,+442082495010;+442086501282,heyyou@branchingoutshop.com,https://www.branchingoutshop.com/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Gem Cuts,Hair Salon,Beckenham,+442082248585,,https://gemcuts.business.site/,1,The website address returns a 404 'page not found' error rather than a homepage.,A
Broadway Hair and Beauty,Beauty Salon,Catford,+44 20 8690 2648,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Phoenix Unisex Salon,Hair Salon,Catford,+44 20 8314 0576,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Inspire Beauty,Beauty Salon,Catford,+44 20 8690 2234,se6@inspirebeautyuk.com,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Champions Barber Shop,Hair Salon,Lewisham,+44 7534 418131,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
The Hairy Chair,Hair Salon,Greenwich,+44 20 3632 4900,,https://thehairychair.com/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Evans World Foods,Butcher,Catford,+44 7433 779900,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Collins Cleaners,Dry Cleaner,Blackheath,+44 20 8293 7003,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Brothers Bakery,Bakery,Blackheath,+44 20 8858 0206,kazimkilic81@gmail.com,https://website-3889108365159813096173-bakery.business.site/,1,The website address returns a 404 'page not found' error rather than a homepage.,A
Ramzy's Barber Shop,Hair Salon,Blackheath,+44 20 8616 2270,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Pop,Hair Salon,West Norwood,+44 20 8265 0254,info@popwestnorwood.co.uk,https://popwestnorwood.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Andreas Barbers,Hair Salon,Wandsworth,+44 20 8871 9876,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Village Bakers,Bakery,Sutton,+44 20 8643 7272,,https://www.village-bakers.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Earlsfield Dry Cleaning Co.,Dry Cleaner,Wandsworth,+44 20 8947 2515,theearlsfielddrycleaningcompany@outlook.com,https://theearlsfielddrycleaningcompany.com/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
UK Beauty Supplier,Beauty Salon,Croydon,+447462075958,,https://ukbeautysupplier.com/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Shiny Nails & Beauty Spa,Beauty Salon,Croydon,+447446934345,,https://www.fresha.com/lvp/shiny-nails-croydon-wellesley-road-bo25qq,1,The website address returns a 404 'page not found' error rather than a homepage.,A
the business too.,Hair Salon,Sutton,+44 20 8643 6785,,http://www.thebusinesstoo.co.uk,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
The Barbers Lounge,Hair Salon,Ewell,+44 20 3325 6209,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Apostles Barbers,Hair Salon,Raynes Park,+44 20 8544 1800,,https://www.apostlesbarbershop.co.uk/,1,"The website returns a server error (HTTP 526) instead of a page, so customers clicking through from Google see an error message rather than the business.",A
Bubbles Hair Studio,Hair Salon,Wandsworth,+44 20 8947 3013,info@bubbleshairstudio.co.uk,http://www.bubbleshairstudio.co.uk/,4,"The site still runs on plain http with no SSL certificate, so Chrome shows visitors a 'Not secure' warning in the address bar.",A
Jackie Brown,Hair Salon,West Norwood,+44 20 8670 7188,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Regency,Dry Cleaner,West Norwood,+44 20 8674 7455,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Royal Dry Cleaning & Launderette,Launderette,West Norwood,+44 20 8670 2444,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Platinum Bakery,Bakery,West Norwood,+44 20 8670 7722,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Iconic Barbers,Hair Salon,West Norwood,+44 20 8761 3266,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Preston nails and beauty,Beauty Salon,Wembley,+44 20 8127 5610,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Anaya,Beauty Salon,Wembley,+44 20 8908 9100,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Frankie's,Hair Salon,Harrow,+44 20 8908 1573,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Legends,Launderette,Wembley,+44 20 8908 5989,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Studio,Hair Salon,Wembley,+44 20 8904 1314,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
C & C Feestyle Hair Studio,Hair Salon,Wembley,+44 7787 404684;+44 7931 096862,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Scissors,Hair Salon,Wembley,+44 20 8904 1488,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
The Bakers,Bakery,Ealing,+44 20 8566 0505,orders@thebakersofealing.com,https://www.thebakersofealing.com/,3,"The footer copyright is frozen at 2015, which makes an active business look abandoned to anyone checking whether they're still trading, and there is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Greenka,Florist,Ealing,+44 7375 596624,info@greenka.uk,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Nu-Wave Medi Spa,Beauty Salon,Ealing,+44 20 8840 2357,info@nuwavelaserclinic.com,https://nuwavelaserclinic.com/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Harry's Studio,Hair Salon,Ealing,+44 20 8617 9170,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Natraj,Bakery,Harrow,+44 20 8617 3858,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
The Meat House,Butcher,West Ealing,+44 20 8567 3215,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Nails By Moniss,Beauty Salon,Colindale,+44 7463 762224,tepeleancuta@gmail.com,http://www.nailsbymoniss.co.uk,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Posh Wash,Launderette,Greenford,+44 20 8813 1758,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Mino Vo,Beauty Salon,Harringay,+44 20 8347 9973,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Signorelli,Bakery,Olympic Park,+44 20 8534 4972,ciao@signorelli.co.uk,http://www.signorelli.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Gaziantep Sultan Patisserie,Bakery,Harringay,+44 20 8800 1862,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Flawless Touch Nails & Beauty,Beauty Salon,Whitechapel,+44 20 7247 0888,,https://www.flawlesstouch.co/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Better Health Bakery,Bakery,Hackney,+44 20 3479 7006,,https://www.betterhealthbakery.org.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Appetite London,Butcher,Olympic Park,+44 20 8519 8113,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
AA Autos,Car Garage,Bow,+44 7956 824262,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Sami,Butcher,Stratford,+44 7467 676181,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Charlie's Barber,Hair Salon,Stratford,+44 20 8556 5557,charliesbarber@gmail.com,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Style's,Hair Salon,Stratford,+44 20 8279 4935,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Bright Cleaners,Dry Cleaner,Stratford,+44 20 8539 4776,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
T. Barbers,Hair Salon,Homerton,+44 20 3489 4471,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Elegant Hair Care,Hair Salon,Leyton,+44 20 3719 4020,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Cakes & Tarts,Bakery,Leyton,+44 7488 308707,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Styles Barber,Hair Salon,Leyton,+44 20 3105 5357,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
SGK Electrical,Electrician,Bromley,+44 7806 600876,,http://www.sgkelectrical.co.uk/,4,"The site still runs on plain http with no SSL certificate, so Chrome shows visitors a 'Not secure' warning in the address bar.",A
RWL Carpentry,Carpenter,Bromley,+44 7749 443569,rwlcarpentry@gmail.com,http://rwlcarpentry.co.uk/,5,"The footer copyright is frozen at 2019, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Sebastian Carpentry and Joinery Limited,Carpenter,Chislehurst,+44 7767 343933,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Home Painting and Decorating Ltd,Painter & Decorator,Bromley,+44 7541 922535,info@home-painting-decorating.co.uk,https://www.home-painting-decorating.co.uk/,5,"The footer copyright is frozen at 2023, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Alex Painter,Painter & Decorator,Bromley,+44 7309 033505,painter.alex.uk@gmail.com,https://alexpainter.uk/,3,"The footer copyright is frozen at 2017, which makes an active business look abandoned to anyone checking whether they're still trading, and there is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Bromley Tiling,Tiler,Bromley,+44 7710 489849,,http://www.bromleytiling.co.uk/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Beckenham Tiling and Bathroom Specialists,Tiler,Beckenham,+44 7944 706440,,http://www.beckenhamtilingspecialists.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
CUT & DRIP,Hair Salon,Bromley,+44 20 4568 6561,info@cutanddrip.com,https://www.cutanddrip.com/,5,"The footer copyright is frozen at 2019, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Magic Scissors,Hair Salon,Bromley,+44 7446 891470,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Capo barbers,Hair Salon,Bromley,+44 7593 057088,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Hollyoaks Gardens - Gardeners /landscaper for #Bromley,Landscape Gardener,Bromley,+44 7521 929434,,http://www.hollyoaksgardens.co.uk/,2,"There is no mobile viewport tag, so the page renders at desktop width on a phone and visitors have to pinch and zoom to read anything, and there is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
﻿Metroglaze London Ltd,Window Fitter,Bromley,+44 7958 539711,info@metroglaze.co.uk,http://www.metroglaze.co.uk/,4,"The site still runs on plain http with no SSL certificate, so Chrome shows visitors a 'Not secure' warning in the address bar.",A
Stone Age,Stonemason,Fulham,+44 20 7384 9090,info@stone-age.co.uk,https://stone-age.co.uk/,5,"The footer copyright is frozen at 2010, which makes an active business look abandoned to anyone checking whether they're still trading.",A
SW Glass,Glazier,Fulham,+44 20 7751 0011,,https://www.sw-glass.co.uk/,5,"The footer copyright is frozen at 2006, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Element7 Warehouse,Flooring Fitter,Fulham,+44 20 7736 2366,sales@element7.co.uk,https://www.element7.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Tani Cobblers,Shoe Repair,Fulham,+44 20 7384 5759,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Forevermore Tattoo,Tattoo Studio,Shepherds Bush,+44 20 3952 1005,,https://www.forevermoretattoo.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Personal Eyez,Optician,Hampstead,+44 20 7722 2991,contact@personaleyez-me.co.uk,https://www.personaleyez-me.co.uk/,5,"The footer copyright is frozen at 2023, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Eyecloud Opticians,Optician,Willesden,+44 20 8961 0077,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Rompski of Fulham,Shoe Repair,Fulham,+44 20 7731 3270,,http://www.rompskioffulham.co.uk/,1,"The website address published for the business does not load at all — the request fails outright, so anyone clicking the link from a search result or directory listing reaches nothing.",A
Master Plumbers,Plumber,Ilford,+44 7812 774280,gassafemasterplumbers@gmail.com,http://www.ilfordplumber.co.uk/,5,"The footer copyright is frozen at 2016, which makes an active business look abandoned to anyone checking whether they're still trading.",A
A Star Electrical Services London,Electrician,Ilford,+44 7909 074664,,http://astarelectrical.co.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
B S Electrical Services Uk Ltd,Electrician,Ilford,+44 7932 621585,info@bs-electrical.co.uk,https://bs-electrical.co.uk/,5,"The footer copyright is frozen at 2015, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Aman Roofing Services Ltd,Roofer,Ilford,+44 7914 832344,,https://find-and-update.company-information.service.gov.uk/company/10093414,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Optimum Heat LTD,Heating Engineer,Ilford,+44 1822 667983,,http://www.optimumheat.co.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Rolasjoinery Limited,Carpenter,Ilford,+44 7576 996570,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
IV-Carpentry,Carpenter,Woodford Green,+44 7947 323206,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
K&D Electrical Services Ltd,Electrician,Romford,+44 7983 383745,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Electrician Romford - J Burton Electrical Ltd,Electrician,Romford,+44 7769 223108,,https://jburtonelectrical.co.uk/,1,The website address returns a 404 'page not found' error rather than a homepage.,A
TP Decorating,Painter & Decorator,Romford,+44 7830 528246,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Topps Tiles Romford - Superstore,Tiler,Romford,+44 1708 376577,,https://www.toppstiles.co.uk/store_finder/Romford?utm_source=Places&utm_medium=Places&utm_campaign=Google+Places,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
ACH Landscapes,Landscape Gardener,Romford,+44 7977 907161,adam@achlandscapes.co.uk,http://www.achlandscapes.co.uk/,4,"There is no mobile viewport tag, so the page renders at desktop width on a phone and visitors have to pinch and zoom to read anything.",A
Flawless Landscaping,Landscape Gardener,Romford,+44 7720 609937,enquiries@flawlesslandscaping.co.uk,https://flawlesslandscaping.co.uk/,5,"The footer copyright is frozen at 2015, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Roofer Acton,Roofer,London,+44 7752 619767,,http://actonroofer.co.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Acute Roofing Ltd,Roofer,London,+44 800 959 6261,acuteroofing@mail.com,https://acuteroofing.co.uk/,1,"The site is still a 'coming soon' placeholder rather than a working website, so anyone searching for the business finds no information, no services and no way to judge them.",A
LT carpentry Ltd,Carpenter,London,+44 7971 122638,info@ltcarpentry.co.uk,http://www.ltcarpentry.co.uk/,2,"The site still runs on plain http with no SSL certificate, so Chrome shows visitors a 'Not secure' warning in the address bar, and the footer copyright is frozen at 2015, which makes an active business look abandoned to anyone checking whether they're still trading.",A
Captivating Carpentry,Carpenter,London,+44 7756 643709,info@c-carpentry.co.uk,https://c-carpentry.co.uk/,3,"The footer copyright is frozen at 2015, which makes an active business look abandoned to anyone checking whether they're still trading, and there is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Vibe Plus Decorating,Painter & Decorator,London,+44 7859 741673,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Space Tiling Ltd,Tiler,London,+44 7465 261316,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
The Gents of Ealing Barber Shop,Hair Salon,London,+44 20 3158 1491,,https://thegentsofealing.com/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Michelle Barbers,Hair Salon,London,+44 20 8567 0048,,https://www.instagram.com/michellebarbers/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
EGS Ealing Gardening Services,Landscape Gardener,London,+44 7418 352232,,http://ealinggardeningservices.co.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Kiwi Landscapes,Landscape Gardener,London,+44 20 8843 9795,info@kiwilandscapes.com,https://www.kiwilandscapes.com/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
Jane Ashley Garden Design,Landscape Gardener,London,+44 7802 213014,janeashleygardens@gmail.com,https://www.janeashleygardendesign.co.uk/,5,"There is no clickable phone number anywhere on the homepage, so a customer ready to call has to hunt for a way to get in touch.",A
KOS Ealing Glazier,Window Fitter,London,+44 7418 353273,,https://glazingealing.uk/,2,"The homepage is nearly empty — it returns barely any content at all, so there is nothing for a customer to read and nothing for Google to index.",A
Coughlans Bakery,Bakery,Beckenham,+44 208 658 0048,,https://www.coughlansbakery.co.uk/our-shops/,1,The website address returns a 404 'page not found' error rather than a homepage.,A
Nue,Beauty Salon,Blackheath,+44 20 8259 3423,,,,"The business has no website at all, so when local customers search for this trade nothing of theirs comes up and the enquiry goes to a competitor who does have a page.",B
Gents Barber Lounge,Hair Salon,Blackheath,+44 20 8293 4040,gentsbarbersblackheath@gmail.com,https://gents-barber-lounge-barber-shop.business.site/,1,The website address returns a 404 'page not found' error rather than a homepage.,A
